q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
11,"Consider the following statements:


1. The Chief Secretary in a State is appointed
by the Governor of that State.

2. The Chief Secretary in a State has a fixed
tenure.

Which of the statements given above is/are

correct?",1 only,2 only,Both | and 2,Neither 1 nor 2,UPSC CSE Pre.,2016.0,d,"Exp) Option d is the correct answer.

Neither | nor 2 is correct. The Chief Secretary of the state
is appointed by the Chief Minister of the state. There is no
fixed tenure of a Chief Secretary in a state.

However, at the central level, there is assured tenure of
two years for Cabinet Secretary, Home Secretary, Defence
Secretary, Foreign Secretary as well as RAW and IB chief.
The Administrative Reform Commission in 1969 had
recommended that a Chief secretary should have a minimum
tenure of three to four years."
12,"Consider the following statements:


1. The Executive Power of the Union of
India is vested in the Prime Minister.

2. The Prime Minister is the ex Officio
Chairman of the Civil Services Board.
Which of the statements given above is/are

correct?",lonly,2 only,Both 1 and 2,Neither 1 nor 2,UPSC CSE Pre.,2015.0,d,"Exp) Option d is the correct answer.

Statement 1 is incorrect. All executive actions of the
Government of India are formally taken in the name of
President. He can make rules specifying the manner in which
the orders and other instruments made and executed in his
name shall be authenticated. He also can make rules for more
convenient transaction of business of the Union government,
and for allocation of the said business among the ministers.
Thus, the executive power of the Union of India is not
vested in the Prime Minister, but in the President.

Statement 2 is incorrect. Cabinet secretary (not Prime

Minister) is the ex-officio chairman of the Civil Services

Board. The Cabinet Secretariat functions directly under the

Prime Minister. The administrative head of the Secretariat

is the Cabinet Secretary who is also the ex-officio Chairman

of the Civil Services Board. The business allocated to

Cabinet Secretariat undcr Government of India (Allocation

of Business) Rules, 1961 includes (i) Secretarial assistance

to the Cabinet and Cabinet Committees; and (ii) Rules of

Business."
13,"Which of the following is/are the function/
functions of the Cabinet Secretariat?


1. Preparation of agenda for Cabinet
Meetings

2. Secretariat assistance to Cabinet
Committees

3. Allocation of financial resources to the
Ministries

Select the correct answer using the code given

below:",1 only,2 and 3 only,1 and 2 only,"1,2 and 3",UPSC CSE Pre.,2014.0,c,"Exp) Option c is the correct answer.

The Cabinet Secretariat is responsible for the administration

of the Government of India (Transaction of Business) Rules,

1961 and the Government of India (Allocation of Business)

Rules 1961.

This Secretariat provides Secretarial assistance to the Cabinet

and its Committees, and also assists in decision-making in

Government by ensuring Inter-Ministerial coordination. It

also prepares agenda for Cabinct Meetings.

The Cabinet Secretariat ensures that the President, the Vice

President and Ministers are kept informed of the major

activities of all Ministrics/Departments by means of monthly

summary of their activities.

It does not allocate financial resources to the Ministries."
14,"Consider the following statements:


1. The President shall make rules for the
more convenient transaction of the
business of the Government of India.

2. All executive actions of the Government
of India shall be expressed to be taken in
the name of the Prime Minister.

Which of the statements given above is/are

correct?",1 only,"2 only

{c) Both 1 and 2",,Neither 1 nor 2,UPSC CSE Pre.,2014.0,a,"Exp) Option a is the correct answer.

Statement 1 is correct. According to Article 77(3),

the President shall make rules for the more convenient

transaction of the business of the Government of India and

for the allocation among Ministers of the said business.

Statement 2 is incorrect. According to Article 77(1),

all executive action of the Government of India shall be

expressed to be taken in the name of the President (and not

the Prime Minister)."
15,"Which of the following are the discretionary
powers given to the Governor of a State?


1. Sending a report to the President of India
for imposing the President’s rule

2. Appointing the Ministers

3, Reserving certain bills passed by the
State Legislature for consideration of the
President of India

4. Making the rules to conduct the business
of the State Government

Select the correct answer using the code given

below:",land 2 only,1 and 3 only,"2,3 and 4 only","1,2,3 and 4","UPSC CSE Pre,",2014.0,b,"Exp) Option b is the correct answer.

Only statements I and 3 are correct.

The governor can use discretionary powers:

a) If no party gets an absolute majority, the governor can
use his discretion in the selection of the chief minister;

b) During an emergency he can override the advice of the
council of ministers. At such times, he acts as an agent of
the president and becomes the real ruler of the state;

c) He uses his discretion in submitting a report to the
president regarding the affairs of the state;

d) He can withhold his assent to a bill and send it to the
president for his approval.

Options 2 and 4 are incorrect.

Article 166(3) - The Governor shall make rules for the more

convenient transaction of the business of the Government of

the State, and for the allocation among Ministers of the said

business in so far as it is not business with respect to which

the Governor is by or under this Constitution required to
act in his discretion, Hence, making the rules to conduct
the business of the State Government is not a discretionary
power but a constitutional obligation. Also, the Governor
appoints Ministers on the advice of the Chief Minister."
16,"With reference to Union Government,
consider the following statements:

1. The Constitution of India provides that all
Cabinet Ministers shall be compulsorily
the sitting members of Lok Sabha only.

2. The Union Cabinet Secretariat operates
under the direction of the Ministry of
Parliamentary Affairs.

Which of the statement(s) given above is/are

correct?",l only,2 only,Both 1 and 2,Neither 1 nor 2,U.BS.C (Pre),2013.0,d,"Exp) Option dis the correct answer

Statement I is incorrect: Cabinet ministers in India can be
members of either house of Parliament (Lok Sabha or Rajya
Sabha) or not members of either house at the time of their
appointment. If a person who is not a member of either
house of Parliament is appointed as a Cabinet Minister, they
are required to get elected to cither the Lok Sabha or Rajya
Sabha within six months from the date of their appointment.
Statement 2 is incorrect: The Cabinet Secretariat functions
directly under the Prime Minister. The administrative head
of the Secretariat is the Cabinet Secretary who is also the ex-
officio Chairman of the Civil Services Board."
17,"Towhom does the President of India address

his resignation?",Speaker of the Lok Sabha,Vice-President of India,Chief Justice of India,Prime Minister of India,UPSC CSE Pre,2009.0,b,"Exp) Option b is the correct answer

President of India addresses his resignation letter to Vice
President of India and in the absence of Vice President of
India he will address it to the Chief Justice of India."
18,"Consider the following statements:

1. The Advocate General of a State in India
is appointed by the President of India on
the recommendation of the Governor of
the concerned State.

2. As provided in the Civil Procedure Code,
High Courts have original, appellate and
advisory jurisdiction at the State level.

Which of the statement(s) given above is/are

correct?",1 only,2 only,Both 1 and 2,Neither I nor 2,UPSC CSE Pre,2009.0,d,"Exp) Option d is the correct answer.

Statement | is incorrect: The Advocate General of a State
in India is appointed by the Governor of the State under
Article 165 of the Constitution, not by the President of India
on the recommendation of the Governor.

Statement 2 is incorrect: High Courts have Original
Appellate and Writ jurisdiction not advisory jurisdiction.
High Courts primarily function as appellate courts and
have the power to hear appeals from lower courts within
their jurisdiction. High Courts also have writ jurisdiction to
protect fundamental! rights. but they do not have advisory
jurisdiction at the State level."
19,"With reference to Union Government,
consider the following statements:

1. The Ministries/Departments of the
Government of India are created by
the Prime Minister on the advice of the
Cabinet Secretary.

2. Each of the Ministries is assigned to a
Minister by the President of India on the
advice of the Prime Minister.

Which of the statement(s) given above is/are

correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,UPSC CSE Pre,2009.0,b,"Exp) Option b is the correct answer

Statement 1 is incorrect: The Ministries/Departments of
the Government of India are created by the President on the
advice of the Prime Minister under Government of India
(Allocation of Business) Rules, 1961.

Statement 2 is correct: The Prime Minister recommends
the allocation of Ministries to different Ministers, and the
President formalizes these appointments."
20,"As per Indian Protocol, who among the
following ranks highest in the order of
precedence?",Deputy Prime Minister,Former President,Governor of a State within his State,Speaker of Lok Sabha,UPSC CSE Pre,2003.0,c,"Exp) Option c is the correct answer

In the order of precedence of the Government of India, the
Governors of States within their respective States

comes above the other given Functionaries. The order of
precedence of important functionaries is given below.

1, President

2. Vice-President

3. Prime Minister

4. Governors of States within their respective States

5. Former Presidents

6. Deputy Prime Minister

7. Speaker of Lok Sabha and Chief Justice of India"
21,"Consider the following statements-
Assertion(A): President of India is different
from the British King.
Reason (R): Office of Indian President is
similar to that of Amcrica.
Code:","Both (A) and (R) are true, and (R) is the
correct explanation of (A).","Both (A) and (R) are true but (R) is not
the correct explanation of (A).",(A) is true but (R) is false.,(A) is false but (R) is true.,UPSC CSE Pre,2000.0,c,"Exp) Option c is the correct answer

The Constitution of India has opted for the British
Parliamentary System of Government rather than American
Presidential System of Government. Even though the Indian
parliamentary system is largely based on the British pattern,
there are some fundamental differences between the two. For
example, the Indian Parliament is not a sovereign body like
the British Parliament. Further, the Indian State has an elected
head (republic) while the British State has hereditary head
(monarchy). Hence Assertion (A) is correct. US president
is more or less directly elected whereas the Indian president
is indirectly elected. Hence office of Indain President is not
similar to that of USA President. Therefore Reasoning (R)
is incorrect."
22,"Consider the following statements about
the Attorney General of India:
1. He is appointed by the President of India.
2. He must have the same qualifications as
are required for a Judge of the Supreme
Court.
3. He must be a member of either House of
Parliament.
4. He can be removed by Impeachment by
Parliament.
Which of these statements are correct?",land2,1 and 3,"2,3 and 4",3 and 4 only,UPSC CSE Pre,2000.0,a,"Exp) Option a is the correct answer.

Statement 1 is correct: The Attorney General of India
is the highest law officer of the country and he/she is the
chief legal advisor to the Government of India. He/she is
appointed by the President of India under Article 76 (1) of
the Constitution and holds office during the pleasure of the
President.

Statement 2 is correct: The Attorney Genera! of India must
be a person qualified to be appointed as a Judge of the
Supreme Court.

Statement 3 is incorrect: He/she need not be a member
of either House of Parliament. However, he/she has the
right to attend and speak in any House of Parliament or any
committee thereof, but without a right to vote. ,
Statement 4 is incorrect: He/she can be removed by the
President at any time without any reason or procedure.
There is no provision for impeachment by Parliament for
the Attorney General of India."
23,"Consider the following functionaries:
1. Cabinet Secretary
2. Chief Election Commissioner
3. Union Cabinct Minister
4. Chief Justice of India
Their correct sequence in the Order of
Precedence is:","3, 4,2, 1","4, 3, 1,2","4, 3,2, 1","3, 4, 1,2",UPSC CSE Pre,2000.0,c,"Exp) Option cis the correct answer

The protocol list or hierarchy of significant posts, known
as the Order of Precedence of the Republic of India lists
functionaries and officials in order of their rank and office
within the Indian government. Among the given options,
Chief Justice of India, Union Cabinet Minister, Chief
Election Commissioner and Cabinet Secretary is the
correct order of precedence.

Important Tips

Order of precedence:

e The order of precedence is a list of dignitaries in an
order of their rank for ceremonial purposes and has no
role in the government functioning.

e It is neither an order of succession nor does it have any
application in any parliamentary business.

¢ It is made by the President secretariat and maintained
by the ministry of home affairs.

¢ IJfinthe table or order of precedence there are multiple
members of a similar rank, then they are listed in an
alphabetical order and the order of precedence is based
on the date of entry to that particular office or rank ."
24,"If the Prime Minister of India belongs to

the Upper House of Parliament","He will not be able to vote in his favour in
the event of a no-confidence motion.","He will not be able to speak on the budget
in the Lower House.","He can make statements only in the
Upper House.","He will have to become a member of the
Lower House within six months after
being sworn in as the Prime Minister.",UPSC CSE Pre,1997.0,a,"Exp) Option a is the correct answer
If the Prime Minister of India belongs to the Rajya Sabha,
he will not be able to vote in his favor in the event of a no-
confidence motion. This is because the no-confidence
motion is moved and voted upon in the Lok Sabha, and as
a member of the Rajya Sabha, the Prime Minister does not
have voting rights in the Lok Sabha."
25,"Which one of the following statements is
correct about the Prime Minister of India","He is free to choose his ministers only
among those who are members of either
House of Parliament.","He can choose his cabinet colleagues after
due counselling by the President of India
in this regard.","He has full discretion in the choice of
persons who are to serve as ministers in
his cabinet.","He has only limited power in the choice
of his cabinet colleagues because of
the discretionary powers vested in the
President of India.",UPSC CSE Pre,1996.0,c,"Exp) Option c is the correct answer.
The Prime Minister of India has full discretion and
freedom in the choice of persons who are to serve as
ministers in his cabinet. The Prime Minister is the leader
of the ruling party or coalition, and,after being appointed by
the President, he has the authority to select the members of
his cabinet.

Important Tips

Important Articles in the Constitution related to Prime

Minister

¢ ARTICLE 74: Council of Ministers aids and advises
the President, who acts in accordance with the advice.
The President can ask for reconsideration but must
follow the advice after that. Courts cannot inquire
about advice.

« ARTICLE 75: The President appoints the Prime
Minister and other Ministers on the Prime Minister’s
advice. The total number of Ministers should not
exceed 15% of the total House of the People members.
The article also mentions the collective responsibility
of the Council of Ministers to the Lok Sabha.

« ARTICLE 78: Prime Minister's duties include
communicating Council of Ministers’ decisions and
legislation proposals to the President, providing
information upon request, and presenting individual
Minister’s decisions to the Council if required."
26,"Which one of the following is a part of the
electoral college of the President but not of
the process of impeachment?",Lok Sabha,Rajya Sabha,State Legislative Councils,State Legislative Assemblies,UPSC CSE Pre,1996.0,d,"Exp) Option d is the correct answer

The elected members of the legislative assemblies of states
and the Union Territories of Delhi and Puducherry do not

participate in the impeachment of the President though
they participate in his election.
Important Tips
The President is elected not directly by the people but by
members of electoral college consisting of:
* the elected members of both the Houses of Parliament;
° the elected members of the legislative assemblies of the
states;
e the elected members of the legislative assemblies of the
Union Territories of Delhi and Puducherryl.
The nominated members of both of Houses of Parliament,
the nominated members of the state legislative assemblies,
the members (both elected and nominated) of the state
legislative councils (in case of the bicameral legislature)
and the nominated members of the Legislative Assemblies
of Delhi and Puducherry do not participate in the election
of the President."
27,"Which one of the following is not explicitly
stated in the Constitution of India but
followed as a convention?","The finance minister is to be a Member of
the Lower House.","The Prime Minister has to resign if he
loses the majority in the Lower House.","All the parts of India are to be represented
in the Council of Ministers.","In the event of both the President and
the Vice-President demitting office
simultaneously before the end of the
tenure, the Speaker of the Lower House
of the Parliament will officiate as the
President.",UPSC CSE Pre,1995.0,b,"Exp) Option b is the correct answer
While the Constitution outlines the process of forming a .
government and the procedure for a vote of no confidence,
it does not explicitly mention the requirement for the
Prime Minister to resign in case of losing the majority.
Instead, this practice has evolved as a convention in India’s
parliamentary democracy. This convention is based on
the principle of responsible government, where the Prime
Minister is accountable to the Parliament, particularly the
Lower House where the government needs the support to
function effectively.
Important Tips
e Under President discharge of functions act 1969,in the
event of the occurrence of vacancies in the office of
the President and Vice President, by reason in each
case of death, registration or removal, or otherwise the
Chief Justice of India of the Supreme Court of India
available shall discharge the functions of the President
until a new President elected in accordance with the
provisions of the constitution,
* The Constitution does not mandate regional quotas
| for Ministers. However, the convention of including
representation from diverse regions in the Council of
Ministers is followed to ensure inclusive governance
and consider regional interests. |"
28,"Article 156 of the Constitution of India
provides that a Governor shail hold office
for a term of five years from the date on
which he enters upon his office. Which of
the following can be deduced from this?

1. No Governor can be removed from office
till the completion of his term.

2. No Governor can continue in office
beyond the expiration of a period of five
years.

Code:",1 only,2 only,Both | and 2,Neither 1 nor 2,UPSC CSE Pre,1995.0,d,"Exp) Option d is the correct answer.
Governor can be removed from office before the completion
of his term by the President. There is not security of tenure
provided to the Governor. Article 156 also mentions that a
Governor shall continue to hold office until his successor
enters upon his office. In such case, Governor can continue
in office beyond the expiration of a period of five years.
Hence, both the statements are incorrect."
29,"Whichamong the following is/are appointed
by the President of India?

1. Chairman of the Finance Commission

2. Vice-Chairman of the Planning
Commission

3. Chief Ministers of the Union Territories

Select the correct answer by using the

following code:",1 is correct,1 and 2 are correct,1 and 3 are correct,2 and 3 are correct,UPSC CSE Pre,1994.0,c,"Exp) Option c is the correct answer
According to Article -280 (1), the Chairman of the Finance
Commission is appointed by the President. According to
Article 239 (AA) (5) the Chief Minister of the Union Territory
is appointed by the President. The Vice-Chairman of the
Planning Commission is not appointed by the President of
India."
30,"The Chief Minister of a State in India is not
eligible to vote in the Presidential election
if-",He is a candidate,"He is yet to prove his majority on the

floor of the Lower House of the State
Legislature.","He is a member of the Upper House of the
State Legislature.","He is a member of the Lower House of the
State Legislature.",UPSC CSE Pre,1993.0,c,"Exp) Option c is the correct answer
The Chief Minister of a State in India is not eligible to vote
in the Presidential election if he is a member of the Upper
House of the State Legislature.
[a
| Important Tip
The President is elected not directly by the people but by
members of electoral college consisting of:
e the elected members of both the Houses of Parliament;
e the elected members of the legislative assemblies of the
states; |
¢ the elected members of the legislative assemblies of the
Union Territories of Delhi and Puducherry."
31,"The only instance when the President of
India exercised his power of veto, is related
to-",The Hindu Code Bill,The PEPSU Appropriation Bill,The Indian Post Office (Amendment) Bill,"The Dowry Prohibition Bill

| GA | Other’ sExamination, “Previous; Years’,

_| Questions Ge",UPSC CSE Pre,1993.0,c,"Exp) Option c is the correct answer
The Bill passed by the Parliament becomes an Act only when
President gives his assent to it. The President can withhold
or refuse to give assent on Bill presented. This power is
called “Veto Power” of the President. In 1986 President Zail
Singh exercised the pocket veto with respect to the Indian
Post Office (Amendment) Bill. This Bill intended to impose
restrictions on the freedom of the press.
ee Other. Examination |; Previous ... Years’,
Linda Questions: Ee eee & a ©."
32,"Which one of the following did not serve as
Vice-President before assuming the office
of the President of India?",Neelam Sanjiva Reddy,R. Venkatraman,Dr. Shankar Dayal Sharma,Dr. Zakir Hussain,UPPCS (Pre),2022.0,a,"Exp) Option a is the correct answer
Neelam Sanjiva Reddy did not serve as Vice President
before assuming the office of the President of India. The
only unopposed President of India, Neelam Sanjiva Reddy
became the President in 1977. He was elected on 21 July 1977
and was sworn in as the sixth President of India on 25 July
1977, R. Venkatraman, Dr. Shankar Dayal Sharma, and Dr.
Zakir Hussain serve as Vice President before assuming the
office of the President of India.
Important Tips
e In India, Vice-President has the second-highest office
in the country.
« Article 63 of the Indian Constitution mentions the post
| of Vice-President. |
« There is no direct election for the Vice-President
of India however, he/she is indirectly elected by an
Electoral College.
e He acts as the ex-officio Chairman of Rajya Sabha"
33,"TheNational Disaster Management Division
in India is the nodal division in the Ministry
of Home Affairs for disaster management.

Who is the Ex-officio Chairman of the

National Disaster Management Authority?",The Prime Minister,The Home Minister,The Defence Minister,The Health and Family Welfare Minister,U.P.P.C.S. (Pre),2021.0,a,"Exp) Option a is the correct answer.

The Ex-officio Chairman of the National Disaster

Management Authority (NDMA) in India is the Prime

Minister. The NDMA is the apex body responsible for

disaster management in the country. It sets policies,

guidelines, and coordinates efforts for disaster preparedness,
mitigation, response, and recovery. As the Chairman of the

NDMaA, the Prime Minister plays a crucial role in overseeing

and guiding the country’s disaster management activities,

especially during major disasters or emergencies.
Important Tips

* The NDMA was formally constituted on 27th
September 2006, in accordance with the Disaster
Management Act, 2005 with Prime Minister as its
Chairperson and nine other members, and one such
member to be designated as Vice-Chairperson.

« Its primary purpose is to coordinate response to
natural or man-made disasters and for capacity-
building in disaster resiliency and crisis response.

e Itis also the apex body to lay down policies, plans and
guidelines for Disaster Management to ensure timely
and effective response to disasters."
