q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
11,"Given below are two statements, one is
labelled as Assertion (A) and the other as
Reason (R):

Assertion (A): The 73rd Amendment of the

Constitution is considered to be a watershed

in the history of local self-government in

India.

Reason (R): The 73rd Constitution

Amendment conferred the much-coveted

Constitutional status on Panchayats.

, Select the correct answer from the code given
below.","(A) is true, but (R) is false","Both (A) and (R) are true and (R) is the
correct explanation of (A)","(A) is false, but (R) is true","Both (A) and (R) are true, but (R) is not
the correct explanation of (A)",U.P.P.C.S. (Pre),2022.0,b,"Exp) Option b is the correct answer.
Both (A) and (R) are true and (R) is the correct explanation
of (A).
Assertion (A) is correct: 73rd Amendment of the
Constitution is considered to be a watershed in the history
of local self-government in India. The 73rd Amendment Act
gave constitutional status and recognition to the panchayats
and enabled them to function as units of self-government
Reason (R) is correct: The 73rd Amendment of the Indian
Constitution, passed in 1992, granted Constitutional status
to Panchayats by adding Part IX to the Constitution, which
deals with the institution of Panchayati Raj. This amendment
marked a significant milestone in strengthening local self-
government in India and devolving power to the grassroots
level."
12,"When was the Panchayats (Extension to
the Scheduled Areas) Act passed by Indian
Parliament?",1996,1993,1998,1995,U.P.P.C.S. (Pre),2022.0,a,"Exp) Option a is the correct answer.
The Panchayats (Extension to the Scheduled Areas) Act,
1996 or PESA was passed by the Indian Parliament on 24th
December 1996 to extend the provisions of Part IX of the
Constitution relating to the Panchayats to the Scheduled
Areas. Scheduled Areas are areas identified by the Fifth
Schedule of the Constitution, which have predominant
population of tribal communities. The PESA Act aims at
ensuring self-governance through traditional Gram Sabhas
for people living in the Scheduled Areas and empowering
them to manage their natural resources and customary
practices. The PESA Act is also called “Constitution within
the Constitution”."
13,"Which region of the country conferred
special status under Article 371-J of the
Constitution of India?",Nagaland,Hyderabad and Karnataka,Maharashtra and Gujarat,Ladakh,U.P.P.C.S. (Pre),2020.0,b,"Exp) Option b is the correct answer

Article 371-J of the Constitution of India confers special

status on the Hyderabad-Karnataka region in the State of

Karnataka. It provides for the establishment of a separate

development board for the region, equitable allocation

of funds for developmental expenditure, and equitable
opportunities and facilities in matters of public employment,
education, and vocational training for the people belonging
to the said region.
Important Tips
Article 371A of the Indian Constitution grants special
provisions to the State of Nagaland.
- It allows the State’s Legislative Assembly to decide
whether certain central laws relating to religious or
social practices, customary law, land ownership, and
justice will apply in Nagaland.
« The Governor has a special responsibility for law and
order in Nagaland.
¢ Additionally, a regional council for Tuensang district
is established.
There is no special provision in the Constitution of India
for Ladakh under any article. However, there have been
demands from civil society groups in J.adakh to include
the region under the Sixth Schedule, which provides for
the formation of autonomous administrative divisions in
tribal areas."
14,"Reservation of seats in Panchayat elections
for Scheduled Castes shall not apply to the
‘State of-",Uttar Pradesh,Assam,Arunachal Pradesh,Haryana,U.P.P.C.S. (Pre),2016.0,c,"Exp) Option c is the correct answer.

Reservation of seats in Panchayat elections for Scheduled

Castes shall not apply to the State of Arunachal Pradesh

because:

« Arunachal Pradesh does not have any Scheduled Castes
population as per the Census of India 2011.

« Article 243M(4)(b) of the Constitution exempts
Arunachal Pradesh from the application of Part IX
relating to Panchayats, except for the provisions relating
to the Gram Sabha and the reservation of seats for
Scheduled Tribes.

e ‘The Arunachal Pradesh Panchayati Raj Act, 1997 provides
for reservation of seats for Scheduled Tribes and women
in PRIs, but not for Scheduled Castes."
15,"Who among the following constitutes
‘Finance Commission to review the
financial position of Panchayats?",Chief Minister of the concerned State,Finance Minister of the concerned State,The Governor of the concerned State,"Panchayati Raj Minister of the concerned
State",U.P.P.C.S. (Pre),2015.0,c,"Exp) Option c is the correct answer.
Article 2431 of the Constitution of India states that the
Governor of each State shall, as soon as may be within one
year from the commencement of the Constitution (Seventy-
third Amendment) Act, 1992, and thereafter at the expiration
of every fifth year, constitute a Finance Commission to
review the financial position of the Panchayats and to make
recommendations to the Governor

; Important Tips
State Finance Commission recommends principles which
should govern:
The distribution between the State and the Panchayats of
the net proceeds of the taxes, duties, tolls and fees leviable
by the State, which may be divided between them under
this Part and the allocation between the Panchayats at all
levels of their respective shares of such proceeds;
The determination of the taxes, duties, tolls and fees which
may be assigned to, or appropriated by, the Panchayats;
The grants-in-aid to the Panchayats from the Consolidated
Fund of the State; .
The measures needed to improve the financial position of
the Panchayats;
Any other matter referred to the Finance Commission
by the Governor in the interests of sound finance of the
Panchayats."
16,"Which of the following are Constitutional
Authorities? Select the correct answer using
code given below:

1. State Election Commission
2. State Finance Commission
3. District Panchayat

4. State Electoral Officer

Code:",1 and 2 Only,"1, 2 and 3 Only","2,3 and 4 Only","1,2,3 and 4",U.P.P.C.S. (Pre),2012.0,b,"Exp) Option b is the correct answer. :

State Election Commission: It is a Constitutional Authority.

It is established under Article 243K of the Constitution

of India, which states that the superintendence, direction

and control of the preparation of electoral rolls for, and the
conduct of, all elections to the Panchayats shall be vested in

a State Election Commission consisting of a State Election

Commissioner to be appointed by the Governor.

¢« State Finance Commission: It is a Constitutional
Authority. It is established under Article 2431 of the
Constitution of India, which states that the Governor of
each State shall, as soon as may be within one year from
the commencement of the Constitution (Seventy-third
Amendment) Act, 1992, and thereafter at the expiration
of every fifth year, constitute a Finance Commission to
review the financial position of the Panchayats and to
make recommendations to the Governor as to various
matters related to their finances.

« District Panchayat: It is a Constitutional Authority. It
is established under Article 243B of the Constitution of
India, which states that there shall be constituted in every
State, Panchayats at the village, intermediate and district
levels in accordance with the provisions of this Part. The
District Panchayat is not mentioned in the Constitution
as an authority, but as a level of Panchayat.

State Electoral Officer is not a Constitutional Authority.

He or she is an officer appointed by the Election Commission

of India under Article 324 of the Constitution of India,

which states that the superintendence, direction and control
of the preparation of electoral rolls for, and the conduct of,
all elections to Parliament and to the Legislature of every

State and of elections to the offices of President and Vice-

President held under this Constitution shall be vested in a

Commission (referred to in this Constitution as the Election

Commission)."
17,"Consider the following statements and
select the correct answer using the code
given below:

Assertion (A): The Union Finance

Commission does not have any role in

considering measures for providing financial

assistance to local bodies.

Reason (R): In spite of the 73rd and

74th Constitutional Amendments, local

government continues to be a state subject in

the Seventh Schedule of the Constitution.

Code:","Both (A) and (R) are true, and (R) is the
correct explanation of (A).","Both (A) and (R) are true, but (R) is not
the correct explanation of (A).","(A) is true, but (R) is false.","(A) is false, but (R) is true.",U.P.P.C.S. (Mains),2011.0,d,"Exp) Option d is the correct answer.

Assertion (A) is incorrect: Union Finance Commission
does have a role in considering measures for providing
financial assistance to local bodies. According to Article
280 of the Constitution of India, one of the functions of the
Union Finance Commission is to make recommendations
to the President as to the measures needed to augment the
Consolidated Fund of a State to supplement the resources of
the Panchayats and Municipalities in the State on the basis
of the recommendations made by the Finance Commission
of the State.

Reason (R) is correct: Local government is still a state
subject in the Seventh Schedule of the Constitution,
even after the 73rd and 74th Constitutional Amendments.
These amendments added Part IX and Part IX-A to the
Constitution, which deal with Panchayats and Municipalities
respectively. However, these parts do not take away or
abridge the powers of the State Legislatures to make laws
with respect to any matters relating to or concerning local
self-government. The State Legislatures have been given wide
discretion and flexibility in framing laws for local bodies,
subject to certain basic features and principles laid down in
these parts."
18,"Article 371 of the Constitution makes
special provisions for which of the following
States? (U.P.P.C.S. (Mains) 2011]",Jammu and Kashmir,Maharashtra and Gujarat,Nagaland,Andhra Pradesh,,,b,"Exp) Option b is the correct answer.

Article 371 of the Indian Constitution provides special
provisions for the States of Maharashtra and Gufarat. It
authorizes the President to confer special responsibility on
the Governors for the establishment of separate development
boards, cquitable allocation of funds, and providing facilities
for technical education, vocational training, and employment
opportunities in specific regions of these states."
19,"Article 371-B of the Constitution of India
makes special provisions for which of the
following State/s?

[U.P.P.C.S. (Mains) 2010)",Maharashtra and Gujarat,Assam,Nagaland,Manipur,,,b,"Exp) Option b is the correct answer.

Article 371B provides for the special provisions for
the state of Assam. Under Article 371B, the President is
empowered to provide for the creation of a committee of the
Assam Legislative Assembly consisting of members elected
from the Tribal Areas of the state and such other members
as he may specify. This article was added by the 22nd
Constitutional Amendment Act of 1969."
20,"Which of the following States does not have

any Panchayati Raj Institution?",Assam,Kerala,Nagaland,Tripura,U.P.P.C.S. (Mains),2005.0,c,"Exp) Option c is the correct answer.

Nagaland is the state in India where Panchayati Raj
Institution does not exist. The state has a unique system
of local self-government known as the Nagaland Village
Councils Act, 1978. Under this act, the village councils are
the primary units of local self-government in the state.

As per Article 243M of the Constitution, the State of
Nagaland, Meghalaya, Mizoram, Sixth Schedule Areas and
hill areas of Manipur are exempted from application of Part
IX of the Constitution."
21,"Which Article of the Indian Constitution
deals with special provisions with respect to
different States?",Art. 369,Art. 370,Art. 371,Art. 372,U.B.P.C.S. (Pre),1997.0,c,"Exp) Option c is the correct answer
Article 371 of the Indian Constitution deals with special
provisions with respect to different States. It provides for
special provisions and safeguards for various states to protect
their customs, culture, and traditions.
Important Tips
e« Article 371 - Special provision with respect to the
states of Maharashtra and Gujarat
« Article 371A - Special provision with respect to the
state of Nagaland
e Article 371B - Special provision (administration) with
respect to the state of Assam
« Article 371C — Special provision (administration) with
respect to the state of Manipur
e Article 371D - Special provisions with respect to the
state of Andhra Pradesh or the state of Telangana
« Article 371E - Establishment of Central University in
Andhra Pradesh
e Article 371F - Special provisions with respect to the
state of Sikkim
« Article 371G - Special provision with respect to the
state of Mizoram
« Article 371H - Special provision (law and order) with
respect to the state of Arunachal Pradesh
e Article 3711 - Special provision with respect to the
state of Goa
¢ Article 371J - Special provisions with respect to the
state of Karnataka"
22,"Inwhich of the following group of the States,
PESA [Panchayats (Extension to Scheduled
Areas) Act], 1996 is not enforceable?",Rajasthan-Telangana-Maharashtra,Andhra Pradesh-Jharkhand-Odisha,Assam-Meghalaya-Tamil Nadu,Himachal Pradesh-Gujarat-Chhattisgarh,R.A.S./R.T.S. (Pre),2016.0,c,"Exp) Option c is the correct answer.
PESA Act is not enforceable in these three states (Assam-
Meghalaya-Tamil Nadu) because:
Assam and Meghalaya do not have any Scheduled Areas as
per the Fifth Schedule of the Constitution of India, which are
the areas covered by the PESA Act.
Tamil Nadu has only one Scheduled Area, namely
Kanyakumari district, but it isexempted from the application
of Part IX of the Constitution relating to the Panchayats by
Article 243M(4)(a), and hence also from the PESA Act
The states that have enacted PESA rules are Andhra
Pradesh, Telangana, Himachal Pradesh, Rajasthan, Gujarat,
Maharashtra, Madhya Pradesh and Chhattisgarh."
23,"Consider the following functions of State

Election Commission and select the correct

answer using the code given below?

1. Prepares the electoral rolls for Panchayats
and Municipalities elections in the State.

2. Conducts elections for Panchayats and
Municipalities of the State.

3. Conducts elections for other bodies in
addition to Panchayats and Municipalities
in accordance with the directions given
by the Governor.

4, Prepares the electoral rolls and conducts
elections as assigned by Election
Commission of India.

Code: (R.A.S./R.T.S.(Pre) 2013]",(1) and (2),(3) and (4),"(1), (2) and (4)",(4) only,,,a,"Exp) Option a is the correct answer.
Statement 1 is correct: One of the functions of the State
Election Commission is to prepare and revise the electoral
rolls for the elections to the rural and urban local bodies,
as per Article 243K and Article 243ZA of the Constitution
Statement 2 is correct: Another function of the State
Election Commission is to conduct free and fair elections
for the rural and urban local bodies, as per Article 243K and
Article 243ZA of the Constitution.

Statement 3 is incorrect: State Election. Commission is
mandated to Conducts elections only for Panchayats and
Municipalities of the State.
Statement 4 is incorrect: This function (preparation of the
electoral rolls and conducts elections) is not assigned to
the State Election Commission, but to the Chief Electoral
Officer of each state, who works under the supervision and
control of the Election Commission of India. The Chief
Electoral Officer is responsible for preparing and revising
the electoral rolls and conducting elections for Parliament
and state legislatures, as per Article 324 of the Constitution."
24,"Which of the following bears the
responsibility of planning, execution and
implementation of MNREGA schemes?",Gram Sabha,Gram Panchayat,State Government,DRDA,R.A.S./R.T.S.(Pre),2012.0,b,":
Exp) Option b is the correct answer.
The Gram Panchayat bears the responsibility of planning,
execution, and implementation of MNREGA (Mahatma
Gandhi National Rural Employment Guarantee Act) schemes
at the local level.
- Important Tips
Features of MGNREGA:
« It is a scheme that provides legal guarantee of wage
employment to the adult members of rural households.
e Every rural household has the right to register
under MGNREGA, and job cards are issued to every
household registered under MGNREGA within 15 days
from the date of receipt of the application for the job
card registration.
* Aminimum of 10 job seekers shall apply to sanction a
new work under MGNREGA
« The work shall be provided within 5 km jurisdiction
from the village. If the work provided is beyond 5 Kms, |
the job seekers shall be given 10% of the minimum
wages as the additional amount |
* Social Audit of MGNREGA works is mandatory, which
lends to accountability and transparency"
25,"Who speaks of India’s self-reliant social
system “The rural system in India is a tiny

Republic’?",Charles Metcalfe,Burke,Mill,Cunningham,M.P.P.C.S. (Pre),2020.0,a,"Exp) Option a is the correct answer.
Charles Metcalfe was an acting Governor-General of India
from March 1835 to March 1836 and he wrote about the self-
sufficiency and vitality of the Indian village communities.
He said, “The village communities are little republics, having
nearly everything that they want within themselves, and
almost independent of any foreign relations.”
Important Tips
Metcalfe (governor general—1835-36) repealed the |
obnoxious 1823 ordinance (using a press without license
was a penal offence) and earned the epithet, “liberator of
the Indian press”.
The new Press Act (1835) required a printer/publisher to
give a precise account of premises of a publication and
cease functioning, if required by a similar declaration."
26,"The Committee which recommended a
three-tier Panchayati Raj System in India

was: (M.P.P.C.S, (Pre) 2014]",Ashok Mehta Committee,Balwant Rai Mehta Committee,G.K.V. Rao Committee,L.M. Singhvi Committee,,,b,"Exp) Option b is the correct answer.

The committee which recommended a three-tier Panchayati
Raj System in India was the Balwant Rai Mehta Committee.
Important Tips
The Balwant Rai Mehta Committee was appointed
in 1957 by the Government of India to examine and
suggest measures for better working of the Community
Development Programme and the National Extension

Service.

The committee submitted its report in 1958, and
recommended the establishment of a democratic
decentralised local government, which came to be known
as the Panchayati Raj.

The committee suggested a three-tier system of Panchayati
Raj, comprising the following:

Gram Panchayat at the village level, directly elected by the
people.

Panchayat Samiti at the block level, indirectly elected by
the members of the Gram Panchayats within the block. |
Zila Parishad at the district level, indirectly elected by the
members of the Panchayat Samitis within the district."
27,"The State Government controls over urban
local bodies:

(A) in legislative matters

(B) in financial matters

(C) in personnel matters

(D) in respect of citizens’ grievances

Select the correct answer from the codes
given below.
(Chhattisgarh P.C.S. (Pre) 2021]","(A) and (B)
-",(B) and (C),"(B), (C) and (D)","(A), (B) and (C)",,,d,"Exp) Option d is the correct answer.

The state government controls over urban local bodies in

legislative, financial, and personnel matters, This means

that:

¢ The state government can enact laws and regulations
regarding the functioning, powers, and finances of the
urban local bodies, such as municipalities and municipal
corporations. The urban local bodies can only make rules
or by-laws within the framework of the state laws.

« The state government can determine the sources and
methods of revenue generation for the urban local
bodies, such as taxes, fees, grants, loans, etc. The state
government can also regulate the expenditure and audit
of the urban local bodies, and impose financial discipline
and control on them.

e« The state government can decide the recruitment,
training, promotion, transfer, discipline, and service
conditions of the employees of the urban local bodies.
The state government can also prescribe the qualifications
and pay scales of the employees of the urban local bodies.

« The state government does not control over urban
local bodies in respect of citizens’ grievances. This
means that:

* The state government cannot interfere with the
complaints or grievances of the citizens against the
urban local bodies or their functionaries. The urban
local bodies are responsible for addressing and redressing
the grievances of the citizens within their jurisdiction,

¢ The state government can only appoint ombudsmen
or lokayuktas to investigate and redress the grievances

of the citizens against the urban local bodies or their
functionaries. The ombudsmen or lokayuktas are
independent and impartial authoritics who act as
watchdogs over the urban local bodies."
28,"Which of the following pairs is/are correctly

matched?
A. Rationalization of : V.R. Rao
Panchayat Statistics
B. Panchayat Raj Training : AAS. Trivedi
C. Working Group :S.D. Mishra
on Panchayats and
Cooperative
DAdministrativej:GVK. Rao
Arrangement for Rural
Development and Poverty |
Alleviation Programmes
Code:","(A), (C) and (D)",Only (B),"(A), (B) and (C)",(A) and (B),Chhattisgarh P.C.S. (Pre),2021.0,a,"Exp) Option a is the correct answer.
Pair A is correctly matched: The Committee on
Rationalization of Panchayat Statistics was appointed by the
Government of India in 1960 under the chairmanship of V.R.
Rao
Pair B is incorrectly matched: A.S. Trivedi was not
associated with Panchayat Raj Training. S.P. Jain was
involved in developing an action plan for training of
Panchayati Raj functionaries
Pair C is correctly matched: The Working Group on
Panchayats and Cooperatives was constituted by the
Government of India, Ministry of Community Development
and Cooperation in 1961 under the chairmanship of S.D.
Mishra
Pair D is correctly matched: The Committee to review
the existing Administrative Arrangements for Rural
Development and Poverty Alleviation Programmes under the
chairmanship of G.V.K. Rao was appointed by the Planning
Commission in 1985"
29,"Which of the following has been provided
in the 74th Amendment Act, 1992 of the
Constitution?

(i) Municipal Committees
(ii) Ward Committees
(iii) Metropolitan Planning Committee
(iv) District Planning
Select the correct answer from the codes
given below.",(i) and (iv),"(i), (ii), (iii) and (iv)","(i), Gii) and (iv)","(ii), (iii) and (iv)",Chhattisgarh P.C.S. (Pre),2021.0,d,"Exp) Option d is the correct answer.
Option I is incorrect: 74th Amendment Act does not
mention municipal committees as a type of urban local
government. It only mentions three types of municipalities:
nagar panchayats, municipal councils and municipal
corporations.
Option Fis correct: 74th Amendment Act provides for the
constitution of ward committees at ward level or other
level within the territorial area of a municipality as may be
provided in the state law.
Option HI is correct: 74th Amendment Act provides for
the constitution of a metropolitan planning committee
for every metropolitan area, which is an area having
a population of ten lakhs or more, to prepare a draft
development plan for the area.
Option IV is correct: 74th Amendment Act provides for
the constitution of a district planning committee for every
district, to consolidate the plans prepared by the panchayats
and the municipalities in the district and to prepare a draft
development plan for the district as a whole"
30,"In the following questions, there are two
statements. One is labelled as Assertion (A)
and other is labelled as Reason (R):
Assertion (A): Municipal corporations are
formed in big cities having a definite area and
population.

Reason (R): Urban administrations of big

cities are very complex in nature.

In the context of the above two statements

which of the following is correct?","Both Assertion (A) and Reason (R)
are true, and Reason (R) is correct
explanation of Assertion (A)","Both Assertion (A) and Reason (R)
are true, but Reason (R) is not correct
explanation of Assertion (A)","Assertion (A) is true, but Reason (R) is
false

{d) Assertion (A) is false, but Reason (R) is
true",,"Chhattisgarh P.C.S, (Pre)",2021.0,a,"Exp) Option a is the correct answer.
Both Assertion (A) and Reason (R) are true, and Reason
(R) is correct explanation of Assertion (A).
Assertion (A)is correct: Municipal corporations are formed
in big cities having a definite area and population. This
statement is true. Municipal corporations are local self-

government bodies established in large urban areas to
administer and manage the complex affairs of the city.
Reason (R) is correct: Urban administrations of big cities
are very complex in nature. This statement is also true.
Big cities have dense populations, multiple infrastructure
needs, various social and economic complexities, and
require specialized governance structures to address these
challenges effectively."
